transaction_id,user_id,timestamp,amount,device_id,merchant_id,city,is_fraud,fraud_type
T000526,U0018,2026-07-07 07:03:00,3417.34,D0522,M002,Pune,0,
T007122,U0243,2026-07-07 07:05:00,1622.49,D0857,M018,Pune,0,
T004595,U0158,2026-07-07 07:07:00,2786.74,D0159,M015,Delhi,0,
T004908,U0169,2026-07-07 07:14:00,850.63,D0220,M056,Hyderabad,0,
T002497,U0084,2026-07-07 07:16:00,632.23,D0549,M032,Mumbai,0,
T006428,U0219,2026-07-07 07:17:00,2006.44,D0826,M018,Chennai,0,
T002849,U0094,2026-07-07 07:26:00,1776.92,D0886,M019,Mumbai,0,
T005416,U0185,2026-07-07 07:29:00,661.26,D0391,M044,Pune,0,
T003987,U0132,2026-07-07 07:33:00,2577.75,D0418,M020,Kolkata,0,
T005295,U0182,2026-07-07 07:36:00,2890.41,D0821,M048,Pune,0,
T003242,U0107,2026-07-07 07:36:00,1805.05,D0878,M004,Bengaluru,0,
T004366,U0148,2026-07-07 07:56:00,4739.46,D0393,M038,Mumbai,0,
T004319,U0147,2026-07-07 08:00:00,275.91,D0087,M017,Hyderabad,0,
T000696,U0023,2026-07-07 08:07:00,3463.46,D0163,M018,Lucknow,0,
T001607,U0054,2026-07-07 08:18:00,3294.02,D0255,M007,Lucknow,0,
T003725,U0123,2026-07-07 08:39:00,3939.23,D0442,M026,Bengaluru,0,
T006587,U0225,2026-07-07 08:43:00,2706.97,D0028,M045,Mumbai,0,
T000455,U0015,2026-07-07 08:54:00,4653.83,D0633,M048,Pune,0,
T001502,U0050,2026-07-07 08:54:00,1125.83,D0142,M023,Bengaluru,0,
T001754,U0059,2026-07-07 09:03:00,3925.78,D0090,M029,Mumbai,0,
T005647,U0194,2026-07-07 09:08:00,4026.49,D0063,M035,Hyderabad,0,
T003004,U0099,2026-07-07 09:17:00,875.28,D0081,M010,Mumbai,0,
T004565,U0157,2026-07-07 09:27:00,1825.66,D0427,M002,Bengaluru,0,
T006375,U0217,2026-07-07 09:34:00,5185.49,D0427,M034,Bengaluru,0,
T004413,U0151,2026-07-07 09:36:00,1653.12,D0683,M010,Lucknow,0,
T006787,U0232,2026-07-07 09:36:00,1368.25,D0836,M036,Chennai,0,
T003243,U0107,2026-07-07 09:37:00,1407.83,D0752,M004,Bengaluru,0,
T000207,U0007,2026-07-07 09:45:00,2765.14,D0749,M001,Kolkata,0,
T000364,U0012,2026-07-07 09:57:00,1348.39,D0450,M026,Chennai,0,
T000977,U0032,2026-07-07 09:59:00,2051.07,D0017,M048,Chennai,0,
T006152,U0210,2026-07-07 10:00:00,2098.15,D0573,M016,Jaipur,0,
T001425,U0047,2026-07-07 10:00:00,1022.95,D0117,M028,Pune,0,
T001996,U0067,2026-07-07 10:08:00,1341.59,D0345,M005,Hyderabad,0,
T000734,U0024,2026-07-07 10:10:00,1694.54,D0201,M031,Ahmedabad,0,
T000508,U0017,2026-07-07 10:10:00,3491.23,D0170,M040,Pune,0,
T002970,U0097,2026-07-07 10:11:00,1893.89,D0757,M014,Hyderabad,0,
T001919,U0065,2026-07-07 10:14:00,1311.6,D0632,M048,Bengaluru,0,
T001643,U0055,2026-07-07 10:14:00,661.39,D0612,M057,Kolkata,0,
T006782,U0231,2026-07-07 10:25:00,3076.02,D0749,M033,Bengaluru,0,
T002965,U0097,2026-07-07 10:26:00,1742.49,D0420,M019,Hyderabad,0,
T003252,U0107,2026-07-07 10:30:00,1558.91,D0752,M004,Bengaluru,0,
T000475,U0016,2026-07-07 10:30:00,524.67,D0647,M035,Ahmedabad,0,
T001071,U0036,2026-07-07 10:35:00,4530.59,D0532,M039,Pune,0,
T003384,U0112,2026-07-07 10:46:00,1358.75,D0854,M052,Jaipur,0,
T005597,U0192,2026-07-07 10:50:00,968.32,D0100,M016,Ahmedabad,0,
T002803,U0092,2026-07-07 10:51:00,3592.2,D0167,M019,Lucknow,0,
T002707,U0090,2026-07-07 10:53:00,2114.24,D0667,M015,Lucknow,0,
T007284,U0249,2026-07-07 10:56:00,895.06,D0637,M028,Kolkata,0,
T003544,U0118,2026-07-07 10:59:00,459.5,D0810,M055,Jaipur,0,
T002137,U0071,2026-07-07 11:02:00,655.26,D0827,M059,Chennai,0,
T005849,U0200,2026-07-07 11:03:00,4887.93,D0713,M050,Pune,0,
T004386,U0150,2026-07-07 11:04:00,5367.85,D0454,M019,Delhi,0,
T004221,U0143,2026-07-07 11:04:00,1127.59,D0159,M029,Jaipur,0,
T007311,U0250,2026-07-07 11:25:00,4405.87,D0157,M031,Jaipur,0,
T005241,U0180,2026-07-07 11:25:00,3249.48,D0032,M013,Lucknow,0,
T000222,U0007,2026-07-07 11:31:00,4693.64,D0749,M048,Kolkata,0,
T005656,U0194,2026-07-07 11:34:00,5394.81,D0063,M045,Hyderabad,0,
T002860,U0094,2026-07-07 11:41:00,1622.36,D0886,M003,Mumbai,0,
T005605,U0192,2026-07-07 11:42:00,1173.83,D0090,M012,Ahmedabad,0,
T001354,U0045,2026-07-07 11:45:00,3348.11,D0572,M055,Lucknow,0,
T003096,U0102,2026-07-07 11:51:00,795.67,D0134,M018,Lucknow,0,
T002872,U0095,2026-07-07 11:52:00,2624.87,D0808,M056,Jaipur,0,
T004589,U0158,2026-07-07 11:52:00,1665.95,D0159,M022,Delhi,0,
T003380,U0112,2026-07-07 11:53:00,946.22,D0704,M042,Jaipur,0,
T002427,U0082,2026-07-07 11:53:00,1100.55,D0332,M038,Mumbai,0,
T002348,U0078,2026-07-07 11:54:00,2299.09,D0886,M042,Lucknow,0,
T001826,U0062,2026-07-07 11:54:00,592.81,D0584,M010,Hyderabad,0,
T005272,U0181,2026-07-07 11:56:00,1961.38,D0879,M010,Kolkata,0,
T005143,U0177,2026-07-07 11:59:00,2649.24,D0606,M031,Pune,0,
T004064,U0136,2026-07-07 11:59:00,3070.94,D0485,M054,Bengaluru,0,
T005234,U0179,2026-07-07 12:03:00,2293.43,D0651,M033,Pune,0,
T002931,U0096,2026-07-07 12:03:00,1782.46,D0002,M060,Pune,0,
T003505,U0116,2026-07-07 12:03:00,1988.28,D0182,M059,Ahmedabad,0,
T002833,U0093,2026-07-07 12:04:00,1572.48,D0390,M045,Jaipur,0,
T003801,U0125,2026-07-07 12:06:00,2840.85,D0002,M027,Pune,0,
T000235,U0008,2026-07-07 12:08:00,1661.35,D0702,M009,Kolkata,0,
T001930,U0065,2026-07-07 12:09:00,2706.53,D0632,M036,Bengaluru,0,
T006057,U0207,2026-07-07 12:10:00,2489.98,D0392,M050,Hyderabad,0,
T006137,U0210,2026-07-07 12:13:00,1370.35,D0721,M002,Jaipur,0,
T001043,U0035,2026-07-07 12:14:00,403.71,D0823,M034,Lucknow,0,
T001685,U0057,2026-07-07 12:15:00,2534.73,D0052,M060,Delhi,0,
T006295,U0215,2026-07-07 12:20:00,1776.69,D0863,M043,Ahmedabad,0,
T002375,U0080,2026-07-07 12:21:00,1484.53,D0005,M058,Jaipur,0,
T000142,U0004,2026-07-07 12:23:00,2057.77,D0040,M045,Pune,0,
T004930,U0170,2026-07-07 12:31:00,473.97,D0199,M017,Chennai,0,
T004355,U0148,2026-07-07 12:32:00,2184.19,D0393,M050,Mumbai,0,
T004493,U0154,2026-07-07 12:32:00,1040.57,D0438,M015,Mumbai,0,
T003342,U0110,2026-07-07 12:35:00,5140.49,D0355,M021,Mumbai,0,
T003188,U0105,2026-07-07 12:35:00,938.71,D0715,M057,Mumbai,0,
T006914,U0235,2026-07-07 12:36:00,1126.39,D0225,M029,Pune,0,
T001854,U0063,2026-07-07 12:39:00,2047.7,D0853,M026,Lucknow,0,
T004736,U0162,2026-07-07 12:42:00,5170.31,D0174,M022,Pune,0,
T005784,U0198,2026-07-07 12:46:00,462.04,D0424,M030,Kolkata,0,
T001624,U0055,2026-07-07 12:53:00,412.6,D0612,M002,Kolkata,0,
T005174,U0178,2026-07-07 12:53:00,1236.25,D0489,M025,Jaipur,0,
T005342,U0183,2026-07-07 12:57:00,2161.21,D0562,M028,Kolkata,0,
T004147,U0141,2026-07-07 12:57:00,2911.91,D0544,M017,Kolkata,0,
T002030,U0067,2026-07-07 12:58:00,1051.75,D0445,M004,Hyderabad,0,
T002516,U0084,2026-07-07 13:01:00,1367.71,D0805,M014,Mumbai,0,
T006751,U0231,2026-07-07 13:02:00,4314.81,D0749,M033,Bengaluru,0,
T004906,U0169,2026-07-07 13:06:00,457.75,D0220,M036,Hyderabad,0,
T002409,U0081,2026-07-07 13:07:00,1883.39,D0371,M033,Bengaluru,0,
T005979,U0204,2026-07-07 13:07:00,1122.6,D0610,M055,Lucknow,0,
T003046,U0100,2026-07-07 13:08:00,4605.55,D0512,M051,Kolkata,0,
T003622,U0120,2026-07-07 13:09:00,665.29,D0266,M022,Hyderabad,0,
T001302,U0044,2026-07-07 13:10:00,923.76,D0661,M012,Kolkata,0,
T002838,U0093,2026-07-07 13:10:00,1696.98,D0390,M057,Jaipur,0,
T002379,U0080,2026-07-07 13:11:00,2388.41,D0312,M046,Jaipur,0,
T004991,U0172,2026-07-07 13:12:00,3434.39,D0403,M059,Chennai,0,
T002797,U0092,2026-07-07 13:13:00,3596.45,D0167,M033,Lucknow,0,
T006932,U0236,2026-07-07 13:14:00,3227.37,D0524,M007,Delhi,0,
T002832,U0093,2026-07-07 13:14:00,1254.79,D0390,M057,Jaipur,0,
T000634,U0021,2026-07-07 13:15:00,1989.07,D0844,M055,Jaipur,0,
T001648,U0055,2026-07-07 13:18:00,475.81,D0612,M047,Kolkata,0,
T006193,U0211,2026-07-07 13:18:00,1402.29,D0230,M010,Kolkata,0,
T003734,U0123,2026-07-07 13:20:00,1895.48,D0254,M048,Bengaluru,0,
T001046,U0035,2026-07-07 13:21:00,396.11,D0823,M034,Lucknow,0,
T006707,U0229,2026-07-07 13:23:00,546.78,D0886,M020,Pune,0,
T003875,U0128,2026-07-07 13:26:00,4242.37,D0137,M055,Chennai,0,
T002691,U0089,2026-07-07 13:32:00,844.11,D0452,M023,Lucknow,0,
T007643,U0108,2026-07-07 13:32:00,6529.65,D0167,M056,Ahmedabad,1,zero_day_drain
T006804,U0232,2026-07-07 13:34:00,1463.72,D0836,M029,Chennai,0,
T006645,U0228,2026-07-07 13:35:00,2887.58,D0757,M048,Pune,0,
T000738,U0024,2026-07-07 13:40:00,3095.38,D0201,M028,Ahmedabad,0,
T006032,U0206,2026-07-07 13:46:00,1040.63,D0035,M029,Hyderabad,0,
T004357,U0148,2026-07-07 13:48:00,5727.44,D0393,M042,Mumbai,0,
T003629,U0120,2026-07-07 13:48:00,330.87,D0763,M002,Hyderabad,0,
T004292,U0146,2026-07-07 13:49:00,1007.87,D0375,M048,Ahmedabad,0,
T004005,U0134,2026-07-07 13:50:00,4716.88,D0117,M041,Delhi,0,
T001630,U0055,2026-07-07 13:50:00,340.94,D0612,M009,Kolkata,0,
T000943,U0032,2026-07-07 13:51:00,3695.38,D0017,M059,Chennai,0,
T001532,U0051,2026-07-07 13:51:00,2969.89,D0126,M044,Kolkata,0,
T003232,U0107,2026-07-07 13:55:00,1558.6,D0878,M036,Bengaluru,0,
T004272,U0145,2026-07-07 14:03:00,1640.8,D0160,M003,Delhi,0,
T004211,U0143,2026-07-07 14:08:00,5280.53,D0517,M029,Jaipur,0,
T003157,U0104,2026-07-07 14:09:00,3964.99,D0112,M014,Jaipur,0,
T006946,U0236,2026-07-07 14:09:00,3896.56,D0675,M032,Delhi,0,
T001016,U0034,2026-07-07 14:11:00,1277.86,D0213,M047,Chennai,0,
T005112,U0176,2026-07-07 14:13:00,5130.15,D0637,M056,Hyderabad,0,
T000210,U0007,2026-07-07 14:14:00,2531.66,D0749,M048,Kolkata,0,
T006308,U0215,2026-07-07 14:20:00,3977.95,D0821,M045,Ahmedabad,0,
T001067,U0036,2026-07-07 14:21:00,3263.82,D0532,M039,Pune,0,
T002366,U0079,2026-07-07 14:22:00,4078.06,D0585,M007,Ahmedabad,0,
T002051,U0068,2026-07-07 14:23:00,789.92,D0439,M027,Mumbai,0,
T005691,U0195,2026-07-07 14:35:00,3812.82,D0306,M058,Delhi,0,
T005258,U0180,2026-07-07 14:38:00,2213.08,D0032,M050,Lucknow,0,
T004549,U0157,2026-07-07 14:38:00,1091.18,D0427,M012,Bengaluru,0,
T007196,U0246,2026-07-07 14:39:00,3343.4,D0201,M005,Delhi,0,
T004719,U0162,2026-07-07 14:39:00,5224.46,D0174,M006,Pune,0,
T003956,U0131,2026-07-07 14:40:00,867.62,D0804,M009,Bengaluru,0,
T004071,U0137,2026-07-07 14:40:00,888.88,D0399,M024,Jaipur,0,
T002183,U0072,2026-07-07 14:42:00,1307.44,D0038,M009,Bengaluru,0,
T007299,U0249,2026-07-07 14:44:00,2081.34,D0637,M048,Kolkata,0,
T000200,U0006,2026-07-07 14:46:00,2588.14,D0393,M050,Delhi,0,
T004102,U0138,2026-07-07 14:48:00,1888.83,D0687,M060,Lucknow,0,
T005245,U0180,2026-07-07 14:48:00,2462.93,D0032,M050,Lucknow,0,
T003646,U0120,2026-07-07 14:51:00,876.76,D0266,M002,Hyderabad,0,
T005104,U0176,2026-07-07 14:53:00,3530.13,D0637,M058,Hyderabad,0,
T004023,U0135,2026-07-07 14:54:00,2700.22,D0549,M020,Jaipur,0,
T003036,U0099,2026-07-07 14:55:00,1144.83,D0009,M048,Mumbai,0,
T001812,U0061,2026-07-07 14:58:00,1309.35,D0784,M056,Delhi,0,
T002436,U0082,2026-07-07 15:02:00,937.95,D0044,M038,Mumbai,0,
T000166,U0006,2026-07-07 15:03:00,2718.21,D0393,M050,Delhi,0,
T002511,U0084,2026-07-07 15:04:00,1237.76,D0549,M025,Mumbai,0,
T005123,U0177,2026-07-07 15:07:00,2362.48,D0606,M038,Pune,0,
T001721,U0058,2026-07-07 15:09:00,1184.51,D0670,M027,Pune,0,
T006614,U0226,2026-07-07 15:13:00,1817.82,D0794,M031,Jaipur,0,
T003971,U0131,2026-07-07 15:16:00,1455.75,D0804,M035,Bengaluru,0,
T007081,U0241,2026-07-07 15:17:00,397.68,D0724,M030,Lucknow,0,
T003638,U0120,2026-07-07 15:19:00,640.93,D0763,M045,Hyderabad,0,
T005787,U0198,2026-07-07 15:22:00,613.8,D0897,M050,Kolkata,0,
T001399,U0047,2026-07-07 15:27:00,2079.02,D0117,M028,Pune,0,
T001923,U0065,2026-07-07 15:28:00,1369.48,D0530,M036,Bengaluru,0,
T002550,U0085,2026-07-07 15:30:00,2854.1,D0357,M012,Jaipur,0,
T005662,U0194,2026-07-07 15:31:00,3886.35,D0063,M014,Hyderabad,0,
T006227,U0212,2026-07-07 15:33:00,2760.99,D0825,M005,Jaipur,0,
T006922,U0236,2026-07-07 15:33:00,4038.92,D0675,M007,Delhi,0,
T002735,U0090,2026-07-07 15:34:00,746.1,D0667,M002,Lucknow,0,
T004597,U0158,2026-07-07 15:37:00,3092.38,D0159,M048,Delhi,0,
T005358,U0183,2026-07-07 15:37:00,2333.3,D0854,M007,Kolkata,0,
T003953,U0131,2026-07-07 15:39:00,1079.37,D0804,M042,Bengaluru,0,
T001837,U0062,2026-07-07 15:40:00,733.33,D0584,M010,Hyderabad,0,
T002006,U0067,2026-07-07 15:41:00,1013.31,D0345,M053,Hyderabad,0,
T005687,U0195,2026-07-07 15:47:00,4263.28,D0306,M014,Delhi,0,
T002248,U0075,2026-07-07 15:48:00,2238.19,D0766,M035,Hyderabad,0,
T006291,U0214,2026-07-07 15:49:00,850.6,D0674,M007,Jaipur,0,
T001876,U0064,2026-07-07 15:49:00,2282.61,D0368,M053,Kolkata,0,
T000698,U0023,2026-07-07 15:50:00,2031.08,D0163,M018,Lucknow,0,
T005471,U0188,2026-07-07 15:50:00,1406.94,D0422,M004,Mumbai,0,
T000652,U0022,2026-07-07 15:58:00,1395.03,D0279,M046,Mumbai,0,
T001570,U0052,2026-07-07 16:02:00,822.63,D0111,M033,Pune,0,
T005601,U0192,2026-07-07 16:03:00,580.73,D0100,M017,Ahmedabad,0,
T003263,U0108,2026-07-07 16:06:00,2466.25,D0549,M040,Ahmedabad,0,
T003631,U0120,2026-07-07 16:07:00,863.05,D0266,M007,Hyderabad,0,
T004367,U0149,2026-07-07 16:08:00,3258.26,D0737,M024,Hyderabad,0,
T006315,U0215,2026-07-07 16:09:00,2329.72,D0821,M045,Ahmedabad,0,
T006626,U0227,2026-07-07 16:18:00,1130.16,D0062,M060,Pune,0,
T004140,U0140,2026-07-07 16:23:00,807.94,D0330,M027,Ahmedabad,0,
T005440,U0187,2026-07-07 16:28:00,2488.62,D0829,M004,Hyderabad,0,
T005608,U0192,2026-07-07 16:31:00,807.61,D0100,M016,Ahmedabad,0,
T001625,U0055,2026-07-07 16:31:00,403.73,D0612,M057,Kolkata,0,
T000945,U0032,2026-07-07 16:34:00,890.79,D0017,M015,Chennai,0,
T002547,U0085,2026-07-07 16:34:00,3838.71,D0357,M012,Jaipur,0,
T006882,U0235,2026-07-07 16:38:00,1193.89,D0225,M022,Pune,0,
T002320,U0077,2026-07-07 16:40:00,1873.72,D0129,M025,Chennai,0,
T001916,U0065,2026-07-07 16:40:00,1220.85,D0530,M015,Bengaluru,0,
T002154,U0071,2026-07-07 16:40:00,432.94,D0827,M040,Chennai,0,
T004458,U0152,2026-07-07 16:42:00,1172.91,D0768,M011,Ahmedabad,0,
T002627,U0088,2026-07-07 16:42:00,4153.06,D0182,M001,Bengaluru,0,
T001970,U0066,2026-07-07 16:46:00,1861.37,D0727,M008,Kolkata,0,
T005415,U0185,2026-07-07 16:48:00,597.86,D0146,M042,Pune,0,
T003290,U0109,2026-07-07 16:50:00,2049.49,D0831,M003,Pune,0,
T006042,U0206,2026-07-07 16:58:00,1376.29,D0188,M029,Hyderabad,0,
T002001,U0067,2026-07-07 17:03:00,1964.25,D0345,M053,Hyderabad,0,
T000688,U0023,2026-07-07 17:06:00,4790.65,D0148,M018,Lucknow,0,
T007606,U0148,2026-07-07 17:06:00,5086.38,D0393,M028,Mumbai,1,zero_day_drain
T004083,U0137,2026-07-07 17:26:00,1938.57,D0399,M024,Jaipur,0,
T006986,U0238,2026-07-07 17:28:00,1850.5,D0718,M019,Lucknow,0,
T007009,U0239,2026-07-07 17:32:00,978.84,D0371,M019,Hyderabad,0,
T007603,U0178,2026-07-07 17:40:00,3225.96,D0489,M011,Jaipur,1,zero_day_drain
T001605,U0054,2026-07-07 17:47:00,3511.93,D0700,M007,Lucknow,0,
T002945,U0097,2026-07-07 17:51:00,1310.6,D0757,M015,Hyderabad,0,
T003722,U0123,2026-07-07 17:57:00,1998.19,D0254,M023,Bengaluru,0,
T002093,U0069,2026-07-07 18:08:00,1586.76,D0601,M029,Delhi,0,
T006112,U0209,2026-07-07 18:10:00,2970.49,D0118,M028,Chennai,0,
T002082,U0069,2026-07-07 18:15:00,2092.56,D0601,M005,Delhi,0,
T001170,U0040,2026-07-07 18:23:00,2592.47,D0743,M030,Kolkata,0,
T004937,U0170,2026-07-07 18:30:00,595.83,D0199,M019,Chennai,0,
T004035,U0135,2026-07-07 18:37:00,4602.03,D0523,M020,Jaipur,0,
T003392,U0112,2026-07-07 18:39:00,1114.1,D0854,M045,Jaipur,0,
T005725,U0196,2026-07-07 18:40:00,2043.15,D0283,M022,Delhi,0,
T000804,U0026,2026-07-07 18:58:00,3835.73,D0111,M053,Lucknow,0,
T002976,U0097,2026-07-07 19:06:00,825.87,D0420,M036,Hyderabad,0,
T000632,U0021,2026-07-07 19:06:00,3010.02,D0844,M059,Jaipur,0,
T006747,U0231,2026-07-07 19:07:00,1415.02,D0749,M043,Bengaluru,0,
T005679,U0194,2026-07-07 19:11:00,2503.12,D0063,M045,Hyderabad,0,
T004746,U0163,2026-07-07 19:14:00,3417.12,D0656,M027,Ahmedabad,0,
T002431,U0082,2026-07-07 19:16:00,1405.56,D0332,M042,Mumbai,0,
T004781,U0164,2026-07-07 19:38:00,2731.22,D0289,M059,Kolkata,0,
T000179,U0006,2026-07-07 19:41:00,3027.65,D0393,M006,Delhi,0,
T004706,U0162,2026-07-07 19:45:00,2780.65,D0174,M006,Pune,0,
T001667,U0056,2026-07-07 19:45:00,468.0,D0005,M037,Kolkata,0,
T003548,U0118,2026-07-07 19:52:00,602.0,D0810,M035,Jaipur,0,
T002328,U0078,2026-07-07 20:11:00,2849.3,D0429,M057,Lucknow,0,
T006628,U0227,2026-07-07 20:15:00,800.2,D0062,M025,Pune,0,
T000391,U0014,2026-07-07 20:40:00,4268.2,D0237,M027,Kolkata,0,
T000251,U0008,2026-07-07 20:43:00,2452.25,D0702,M029,Kolkata,0,
T001949,U0065,2026-07-07 20:53:00,1277.26,D0530,M036,Bengaluru,0,
T003412,U0113,2026-07-07 20:54:00,1945.91,D0410,M055,Chennai,0,
T000496,U0016,2026-07-07 21:00:00,375.66,D0647,M006,Ahmedabad,0,
T003385,U0112,2026-07-07 21:20:00,1178.45,D0854,M052,Jaipur,0,
T001530,U0051,2026-07-07 21:39:00,4829.68,D0126,M058,Kolkata,0,
T004788,U0164,2026-07-07 21:58:00,1572.88,D0289,M004,Kolkata,0,
T000078,U0003,2026-07-07 22:45:00,2370.99,D0682,M004,Delhi,0,
T007066,U0241,2026-07-07 22:49:00,391.8,D0020,M009,Lucknow,0,
T006953,U0237,2026-07-07 23:12:00,2710.19,D0184,M048,Chennai,0,
T007554,U0014,2026-07-07 23:27:00,29371.1,D0330,M042,Hyderabad,1,account_takeover
T005770,U0197,2026-07-07 23:57:00,3869.57,D0810,M056,Ahmedabad,0,
T006494,U0222,2026-07-07 23:58:00,4069.85,D0093,M027,Kolkata,0,
T007550,U0139,2026-07-08 01:42:00,28900.07,D0466,M051,Hyderabad,1,account_takeover
T005217,U0179,2026-07-08 03:10:00,1314.2,D0651,M047,Pune,0,
T004403,U0150,2026-07-08 03:17:00,3719.02,D0454,M019,Delhi,0,
T000102,U0003,2026-07-08 04:02:00,452.36,D0149,M004,Delhi,0,
T005377,U0184,2026-07-08 04:58:00,3162.21,D0693,M011,Lucknow,0,
T007518,U0164,2026-07-08 05:00:00,15.54,D0289,M050,Kolkata,1,velocity_burst
T007519,U0164,2026-07-08 05:01:00,79.18,D0289,M025,Kolkata,1,velocity_burst
T007520,U0164,2026-07-08 05:02:00,101.09,D0289,M037,Kolkata,1,velocity_burst
T007523,U0164,2026-07-08 05:05:00,86.54,D0289,M057,Kolkata,1,velocity_burst
T007521,U0164,2026-07-08 05:06:00,48.27,D0289,M050,Kolkata,1,velocity_burst
T007522,U0164,2026-07-08 05:08:00,36.11,D0289,M007,Kolkata,1,velocity_burst
T007527,U0164,2026-07-08 05:09:00,46.69,D0289,M044,Kolkata,1,velocity_burst
T007524,U0164,2026-07-08 05:12:00,120.02,D0289,M014,Kolkata,1,velocity_burst
T001968,U0066,2026-07-08 05:12:00,1466.76,D0727,M054,Kolkata,0,
T001904,U0064,2026-07-08 05:13:00,2728.33,D0368,M019,Kolkata,0,
T007525,U0164,2026-07-08 05:14:00,61.43,D0289,M036,Kolkata,1,velocity_burst
T007526,U0164,2026-07-08 05:16:00,119.59,D0289,M002,Kolkata,1,velocity_burst
T002759,U0091,2026-07-08 05:26:00,2396.12,D0226,M035,Mumbai,0,
T001173,U0040,2026-07-08 05:34:00,3192.17,D0743,M057,Kolkata,0,
T004888,U0168,2026-07-08 06:03:00,2501.73,D0867,M056,Hyderabad,0,
T000463,U0015,2026-07-08 06:09:00,1626.71,D0633,M035,Pune,0,
T006196,U0211,2026-07-08 06:13:00,768.05,D0230,M010,Kolkata,0,
T001554,U0052,2026-07-08 06:27:00,652.14,D0573,M001,Pune,0,
T002072,U0069,2026-07-08 07:14:00,1562.44,D0601,M056,Delhi,0,
T006488,U0222,2026-07-08 07:33:00,4228.16,D0093,M039,Kolkata,0,
T003863,U0128,2026-07-08 07:52:00,2566.03,D0137,M035,Chennai,0,
T003813,U0126,2026-07-08 07:55:00,3166.37,D0422,M020,Ahmedabad,0,
T001874,U0064,2026-07-08 08:01:00,1742.32,D0368,M053,Kolkata,0,
T003666,U0121,2026-07-08 08:02:00,1885.77,D0160,M012,Bengaluru,0,
T005875,U0201,2026-07-08 08:02:00,2758.67,D0116,M036,Pune,0,
T005754,U0197,2026-07-08 08:05:00,1926.45,D0810,M004,Ahmedabad,0,
T004814,U0165,2026-07-08 08:07:00,2341.22,D0232,M035,Jaipur,0,
T006249,U0213,2026-07-08 08:19:00,2000.34,D0542,M043,Hyderabad,0,
T002867,U0095,2026-07-08 08:21:00,2782.8,D0808,M029,Jaipur,0,
T002225,U0074,2026-07-08 08:22:00,2277.42,D0366,M022,Ahmedabad,0,
T005627,U0193,2026-07-08 08:26:00,3850.97,D0709,M023,Jaipur,0,
T004831,U0165,2026-07-08 08:29:00,830.1,D0232,M035,Jaipur,0,
T000971,U0032,2026-07-08 08:32:00,3987.98,D0597,M028,Chennai,0,
T007256,U0248,2026-07-08 08:54:00,936.37,D0495,M058,Lucknow,0,
T001331,U0044,2026-07-08 08:59:00,791.93,D0661,M036,Kolkata,0,
T005998,U0205,2026-07-08 09:16:00,3221.99,D0694,M050,Jaipur,0,
T002052,U0068,2026-07-08 09:17:00,793.19,D0439,M027,Mumbai,0,
T001230,U0042,2026-07-08 09:25:00,2047.97,D0663,M022,Delhi,0,
T000673,U0023,2026-07-08 09:27:00,1911.88,D0163,M018,Lucknow,0,
T002999,U0098,2026-07-08 09:37:00,843.69,D0222,M029,Kolkata,0,
T002971,U0097,2026-07-08 09:37:00,955.49,D0420,M036,Hyderabad,0,
T002792,U0092,2026-07-08 09:41:00,3751.97,D0167,M033,Lucknow,0,
T005613,U0192,2026-07-08 09:48:00,1233.56,D0100,M012,Ahmedabad,0,
T003553,U0118,2026-07-08 10:08:00,561.37,D0810,M025,Jaipur,0,
T003349,U0111,2026-07-08 10:10:00,3493.47,D0309,M050,Delhi,0,
T004031,U0135,2026-07-08 10:17:00,4695.89,D0549,M018,Jaipur,0,
T005562,U0190,2026-07-08 10:20:00,3973.07,D0382,M044,Lucknow,0,
T005470,U0188,2026-07-08 10:21:00,3376.7,D0422,M043,Mumbai,0,
T000956,U0032,2026-07-08 10:25:00,2103.57,D0597,M028,Chennai,0,
T000001,U0001,2026-07-08 10:28:00,1727.44,D0588,M045,Mumbai,0,
T007065,U0241,2026-07-08 10:30:00,169.08,D0724,M014,Lucknow,0,
T003575,U0118,2026-07-08 10:31:00,394.32,D0095,M057,Jaipur,0,
T007049,U0241,2026-07-08 10:33:00,304.87,D0724,M027,Lucknow,0,
T000180,U0006,2026-07-08 10:33:00,2630.93,D0145,M006,Delhi,0,
T005397,U0185,2026-07-08 10:36:00,695.47,D0146,M054,Pune,0,
T001298,U0044,2026-07-08 10:36:00,1197.43,D0661,M012,Kolkata,0,
T007148,U0244,2026-07-08 10:41:00,4003.87,D0640,M019,Mumbai,0,
T004400,U0150,2026-07-08 10:45:00,4462.92,D0454,M023,Delhi,0,
T004433,U0151,2026-07-08 10:50:00,2108.05,D0683,M011,Lucknow,0,
T005062,U0174,2026-07-08 11:01:00,4273.22,D0862,M003,Hyderabad,0,
T004489,U0154,2026-07-08 11:05:00,997.36,D0438,M045,Mumbai,0,
T006695,U0229,2026-07-08 11:09:00,1103.68,D0886,M014,Pune,0,
T000642,U0022,2026-07-08 11:13:00,1290.78,D0279,M046,Mumbai,0,
T006207,U0211,2026-07-08 11:15:00,386.85,D0230,M005,Kolkata,0,
T001276,U0043,2026-07-08 11:16:00,1166.12,D0414,M049,Jaipur,0,
T001550,U0052,2026-07-08 11:18:00,2437.4,D0111,M002,Pune,0,
T002264,U0076,2026-07-08 11:19:00,3259.24,D0095,M001,Chennai,0,
T006736,U0230,2026-07-08 11:21:00,163.64,D0624,M039,Kolkata,0,
